brand,product_title,review_text,star_rating,date,verified_purchase,sentiment_score,wheels,handle,material,zipper,size,durability
Safari,"Safari Cabin Thorium Neo 8 Wheels Set of 2 (+ Medium) Trolley Bags, Hard Case Polycarbonate, 360º Wheeling Luggage for Men & Women, Travel Bag Suitcase for Travel, Trolley Bags for Travel, Dusk Green","I recently bought the Safari Thorium Neo 8 Wheels 66 cm medium check-in suitcase and it has exceeded my expectations on every trip! The hard polycarbonate shell feels tough and has protected my luggage well even after multiple journeys — it doesn’t show scratches easily and still looks great. �YouTube +1The 8-wheel 360° spinner system is a big highlight — it glides effortlessly through airports, tight aisles, and hotel lobbies without catching or wobbling. Makes traveling so smooth! �Amazon IndiaInside, the bag is very spacious, with enough room for everything I needed on a week-long trip. The fixed combination lock gives good peace of mind, and the textured finish adds a premium look. �India Free StuffOverall, this suitcase feels well-built for the price and is perfect for frequent flyers, family vacations, or business travel. Excellent value for money — definitely recommended! ✈️",5.0,Reviewed in India on 24 February 2026,False,0.9881,positive,not_mentioned,positive,positive,positive,not_mentioned
Safari,"Safari Cabin Thorium Neo 8 Wheels Set of 2 (+ Medium) Trolley Bags, Hard Case Polycarbonate, 360º Wheeling Luggage for Men & Women, Travel Bag Suitcase for Travel, Trolley Bags for Travel, Dusk Green",Lock is really a issue . Once set it opened and locked but again try to open the lock . Lock was not functional.Need to add more good quality lock,3.0,Reviewed in India on 7 January 2026,False,0.6474,not_mentioned,not_mentioned,positive,positive,not_mentioned,not_mentioned
Safari,"Safari Cabin Thorium Neo 8 Wheels Set of 2 (+ Medium) Trolley Bags, Hard Case Polycarbonate, 360º Wheeling Luggage for Men & Women, Travel Bag Suitcase for Travel, Trolley Bags for Travel, Dusk Green",الخامة جيدة لكن عمقها صغير ولا تسمح لك بتمديد العمق,3.0,Reviewed in Saudi Arabia on 4 March 2026,False,0.0,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Safari,"Safari Cabin Thorium Neo 8 Wheels Set of 2 (+ Medium) Trolley Bags, Hard Case Polycarbonate, 360º Wheeling Luggage for Men & Women, Travel Bag Suitcase for Travel, Trolley Bags for Travel, Dusk Green",روعة والوان جميله ومساحتها واسعه,5.0,Reviewed in Saudi Arabia on 22 January 2026,False,0.0,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Safari,Safari,It's very good and strong body alsoLooks also goodColour looks awesome,5.0,Reviewed in India on 18 March 2026,False,0.8969,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Safari,Safari,"Is lightweight,good price but could have been a little better quality ,good size for long journey travelling",4.0,Reviewed in India on 19 March 2026,False,0.7824,not_mentioned,not_mentioned,positive,not_mentioned,positive,not_mentioned
Safari,Safari,"✅ 1. Quality: Material is strong and durable.✅ 2. Design: Looks stylish and premium.✅ 3. Sizes: 3 different sizes are very useful for short and long trips.✅ 4. Wheels: Wheels are smooth and easy to move.✅ 5. Handle: Handle is strong and comfortable to hold.✅ 6. Space: Enough space inside for clothes and other items.✅ 7. Zip Quality: Zip is smooth and strong.✅ 8. Lock System: Lock is good and works properly.✅ 9. Storage: All 3 trolleys fit inside each other, easy to store.✅ 10. Value for Money: Very good product at this price",5.0,Reviewed in India on 9 February 2026,False,0.9851,positive,positive,positive,positive,not_mentioned,positive
Safari,Safari,"Good product, colour is same as show in the picture. Could've been a bit more sturdy, but it's not too bad either. Decent enough quality. Zippers are quite smooth, good quality. Weight is as expected No issues there. Wheels are alright too. Overall a decent product.",4.0,Reviewed in India on 30 January 2026,False,0.8655,positive,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Safari,Safari,Average quality. Chain liner single layer. Wheels below average quality.Scratch resistant yes. Lightweight yes. Chain NOT durable. Looks good.,3.0,Reviewed in India on 15 February 2026,False,0.4577,positive,not_mentioned,positive,not_mentioned,not_mentioned,positive
Safari,Safari,Bag bahut achhi quality ka hai 👍 material strong hai aur wheels bhi smooth chal rahe hain. Paisa vasool product. Thank you!,5.0,Reviewed in India on 16 March 2026,False,0.7263,positive,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Safari,Safari,Really nice product within budget,5.0,Reviewed in India on 13 March 2026,False,0.4754,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Safari,Safari,Item is well but wheels are change. Wheels & Zeep quality is poor. Accounting to safari.,4.0,Reviewed in India on 28 February 2026,False,-0.5574,negative,not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned
Safari,Safari,Great quality at affordable price !!,5.0,Reviewed in India on 11 March 2026,False,0.6892,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Safari,Safari,"The quality is very good with a premium design, enough space for travel needs and feels durable. Overall, a good product and definitely worth buying. Must go for it",4.0,Reviewed in India on 14 December 2025,False,0.8655,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,positive
Safari,Safari,"The build quality is really super and feels sturdy. Wheels are smooth and easy to move, even when fully loaded. The outer shell looks premium and durable.However, the major drawback is the lack of internal layers or compartments. There is no proper separation or spacing to organize items—it’s basically one large open area like a box. Because of this, keeping clothes and accessories neatly arranged becomes difficult.Overall, it’s good for carrying large quantities, but not ideal if you prefer organized packing.",5.0,Reviewed in India on 29 January 2026,False,0.2576,positive,not_mentioned,positive,not_mentioned,not_mentioned,positive
Safari,Safari,"Overall a good product,light weight, must for travellers.",4.0,Reviewed in India on 14 February 2026,False,0.4404,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Safari,Safari,"Writing review after 1 year of purchasePositives:- good quality- Good color- good space- good for cabin bags- wheels are nice- rolls nicely- light weight- handle quality is good but design and switch is notNegatives:- expensive for its design and quality- not balanced properly(design is flawed)- fell down easily- handle and extended handle is not sturdy- extended handle causes problem(started after 2 months)- handle switch is not of good qualityFor this price, I would expect something better.",3.0,Reviewed in India on 16 November 2025,False,0.8516,positive,positive,positive,not_mentioned,not_mentioned,not_mentioned
Safari,Safari,Good quality trolley bag from Safari. Delivery is also fast in 3 days.,5.0,Reviewed in India on 19 March 2026,False,0.4404,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Safari,Safari,"I recently bought the Safari Thorium Neo 8 Wheels 66 cm medium check-in suitcase and it has exceeded my expectations on every trip! The hard polycarbonate shell feels tough and has protected my luggage well even after multiple journeys — it doesn’t show scratches easily and still looks great. �YouTube +1The 8-wheel 360° spinner system is a big highlight — it glides effortlessly through airports, tight aisles, and hotel lobbies without catching or wobbling. Makes traveling so smooth! �Amazon IndiaInside, the bag is very spacious, with enough room for everything I needed on a week-long trip. The fixed combination lock gives good peace of mind, and the textured finish adds a premium look. �India Free StuffOverall, this suitcase feels well-built for the price and is perfect for frequent flyers, family vacations, or business travel. Excellent value for money — definitely recommended! ✈️",5.0,Reviewed in India on 24 February 2026,False,0.9881,positive,not_mentioned,positive,positive,positive,not_mentioned
Safari,Safari,Lock is really a issue . Once set it opened and locked but again try to open the lock . Lock was not functional.Need to add more good quality lock,3.0,Reviewed in India on 7 January 2026,False,0.6474,not_mentioned,not_mentioned,positive,positive,not_mentioned,not_mentioned
Safari,Safari,الخامة جيدة لكن عمقها صغير ولا تسمح لك بتمديد العمق,3.0,Reviewed in Saudi Arabia on 4 March 2026,False,0.0,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Safari,Safari,روعة والوان جميله ومساحتها واسعه,5.0,Reviewed in Saudi Arabia on 22 January 2026,False,0.0,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Safari,Safari,It's very good and strong body alsoLooks also goodColour looks awesome,5.0,Reviewed in India on 18 March 2026,False,0.8969,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Safari,Safari,"Is lightweight,good price but could have been a little better quality ,good size for long journey travelling",4.0,Reviewed in India on 19 March 2026,False,0.7824,not_mentioned,not_mentioned,positive,not_mentioned,positive,not_mentioned
Safari,Safari,"✅ 1. Quality: Material is strong and durable.✅ 2. Design: Looks stylish and premium.✅ 3. Sizes: 3 different sizes are very useful for short and long trips.✅ 4. Wheels: Wheels are smooth and easy to move.✅ 5. Handle: Handle is strong and comfortable to hold.✅ 6. Space: Enough space inside for clothes and other items.✅ 7. Zip Quality: Zip is smooth and strong.✅ 8. Lock System: Lock is good and works properly.✅ 9. Storage: All 3 trolleys fit inside each other, easy to store.✅ 10. Value for Money: Very good product at this price",5.0,Reviewed in India on 9 February 2026,False,0.9851,positive,positive,positive,positive,not_mentioned,positive
Safari,Safari,"Good product, colour is same as show in the picture. Could've been a bit more sturdy, but it's not too bad either. Decent enough quality. Zippers are quite smooth, good quality. Weight is as expected No issues there. Wheels are alright too. Overall a decent product.",4.0,Reviewed in India on 30 January 2026,False,0.8655,positive,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Safari,Safari,Average quality. Chain liner single layer. Wheels below average quality.Scratch resistant yes. Lightweight yes. Chain NOT durable. Looks good.,3.0,Reviewed in India on 15 February 2026,False,0.4577,positive,not_mentioned,positive,not_mentioned,not_mentioned,positive
Safari,Safari,Bag bahut achhi quality ka hai 👍 material strong hai aur wheels bhi smooth chal rahe hain. Paisa vasool product. Thank you!,5.0,Reviewed in India on 16 March 2026,False,0.7263,positive,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Safari,Safari,Really nice product within budget,5.0,Reviewed in India on 13 March 2026,False,0.4754,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Safari,Safari,Item is well but wheels are change. Wheels & Zeep quality is poor. Accounting to safari.,4.0,Reviewed in India on 28 February 2026,False,-0.5574,negative,not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned
Skybags,-72%,very nice and exlent super 👌👌👌👌,5.0,Reviewed in India on 19 March 2026,False,0.9842,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,-72%,Very sturdy product but faced problem with lock.,4.0,Reviewed in India on 25 January 2026,False,-0.5499,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,not_mentioned
Skybags,-72%,"Perfect Fit & Design: Fits my top load washing machine perfectly — snug and secure without being too tight. The zipper openings make it easy to use the lid without removing the cover.✅ High-Quality Material: Made of durable, thick fabric that feels premium. It’s waterproof and dustproof — ideal for protecting the machine from rain, dust, sun, and pollution.✅ Easy to Clean: Just wipe with a damp cloth — no special care needed!✅ Looks Great: The sleek and modern design blends well with my laundry area.✅ Value for Money: Excellent quality at this price range — definitely worth it.",5.0,Reviewed in India on 28 January 2026,False,0.9889,not_mentioned,not_mentioned,positive,positive,positive,positive
Skybags,-72%,Best cabin trolley,5.0,Reviewed in India on 17 March 2026,False,0.6369,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,-72%,First they sent me someother product in the suitcase box then did a return gave me faulty chain which is not working properly. They claim to have 5 year warranty but dont know how to claim it.,1.0,Reviewed in India on 21 March 2026,False,-0.1655,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,-72%,Awesome.. Stylish and light weight,5.0,Reviewed in India on 21 February 2026,False,0.6249,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,-72%,Not upto expectations. The handle is not that good.,3.0,Reviewed in India on 23 February 2026,False,-0.3412,not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,-72%,Build quality,4.0,Reviewed in India on 27 January 2026,False,0.0,not_mentioned,not_mentioned,neutral,not_mentioned,not_mentioned,not_mentioned
Skybags,-71%,very nice and exlent super 👌👌👌👌,5.0,Reviewed in India on 19 March 2026,False,0.9842,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,-71%,Very sturdy product but faced problem with lock.,4.0,Reviewed in India on 25 January 2026,False,-0.5499,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,not_mentioned
Skybags,-71%,"Perfect Fit & Design: Fits my top load washing machine perfectly — snug and secure without being too tight. The zipper openings make it easy to use the lid without removing the cover.✅ High-Quality Material: Made of durable, thick fabric that feels premium. It’s waterproof and dustproof — ideal for protecting the machine from rain, dust, sun, and pollution.✅ Easy to Clean: Just wipe with a damp cloth — no special care needed!✅ Looks Great: The sleek and modern design blends well with my laundry area.✅ Value for Money: Excellent quality at this price range — definitely worth it.",5.0,Reviewed in India on 28 January 2026,False,0.9889,not_mentioned,not_mentioned,positive,positive,positive,positive
Skybags,-71%,Best cabin trolley,5.0,Reviewed in India on 17 March 2026,False,0.6369,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,-71%,First they sent me someother product in the suitcase box then did a return gave me faulty chain which is not working properly. They claim to have 5 year warranty but dont know how to claim it.,1.0,Reviewed in India on 21 March 2026,False,-0.1655,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,-71%,Awesome.. Stylish and light weight,5.0,Reviewed in India on 21 February 2026,False,0.6249,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,-71%,Not upto expectations. The handle is not that good.,3.0,Reviewed in India on 23 February 2026,False,-0.3412,not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,-71%,Build quality,4.0,Reviewed in India on 27 January 2026,False,0.0,not_mentioned,not_mentioned,neutral,not_mentioned,not_mentioned,not_mentioned
Skybags,Safari,It's very good and strong body alsoLooks also goodColour looks awesome,5.0,Reviewed in India on 18 March 2026,False,0.8969,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,Safari,"Is lightweight,good price but could have been a little better quality ,good size for long journey travelling",4.0,Reviewed in India on 19 March 2026,False,0.7824,not_mentioned,not_mentioned,positive,not_mentioned,positive,not_mentioned
Skybags,Safari,"✅ 1. Quality: Material is strong and durable.✅ 2. Design: Looks stylish and premium.✅ 3. Sizes: 3 different sizes are very useful for short and long trips.✅ 4. Wheels: Wheels are smooth and easy to move.✅ 5. Handle: Handle is strong and comfortable to hold.✅ 6. Space: Enough space inside for clothes and other items.✅ 7. Zip Quality: Zip is smooth and strong.✅ 8. Lock System: Lock is good and works properly.✅ 9. Storage: All 3 trolleys fit inside each other, easy to store.✅ 10. Value for Money: Very good product at this price",5.0,Reviewed in India on 9 February 2026,False,0.9851,positive,positive,positive,positive,not_mentioned,positive
Skybags,Safari,"Good product, colour is same as show in the picture. Could've been a bit more sturdy, but it's not too bad either. Decent enough quality. Zippers are quite smooth, good quality. Weight is as expected No issues there. Wheels are alright too. Overall a decent product.",4.0,Reviewed in India on 30 January 2026,False,0.8655,positive,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Skybags,Safari,Average quality. Chain liner single layer. Wheels below average quality.Scratch resistant yes. Lightweight yes. Chain NOT durable. Looks good.,3.0,Reviewed in India on 15 February 2026,False,0.4577,positive,not_mentioned,positive,not_mentioned,not_mentioned,positive
Skybags,Safari,Bag bahut achhi quality ka hai 👍 material strong hai aur wheels bhi smooth chal rahe hain. Paisa vasool product. Thank you!,5.0,Reviewed in India on 16 March 2026,False,0.7263,positive,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Skybags,Safari,Really nice product within budget,5.0,Reviewed in India on 13 March 2026,False,0.4754,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,Safari,Item is well but wheels are change. Wheels & Zeep quality is poor. Accounting to safari.,4.0,Reviewed in India on 28 February 2026,False,-0.5574,negative,not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,Quality is so good,5.0,Reviewed in India on 7 March 2026,False,0.5777,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,"Bags are good but not can be better, wheels of hand bags are not as per guidelines",4.0,Reviewed in India on 24 January 2026,False,0.4838,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,Good product,5.0,Reviewed in India on 5 March 2026,False,0.4404,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,"Very good trolley, I am returning because its big for me and I am gonna order m size now. Quality is very good , I liked the color too it's bright red.",5.0,Reviewed in India on 6 February 2026,False,0.9019,not_mentioned,not_mentioned,positive,not_mentioned,positive,not_mentioned
Skybags,Skybags,"Solid built, good quality. Best buy. Looks premium.",4.0,Reviewed in India on 31 October 2025,False,0.8271,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,Good quality product. Completely satisfied with Skybags.,5.0,Reviewed in India on 16 February 2026,False,0.7178,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,In Specs it is informed that country of origin is India but when product received it is written here as Country of Origin is Bangladesh. I am surprised with such fake info shared on Amazon by big brand companies.,3.0,Reviewed in India on 4 October 2025,False,0.3291,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,"Good quality cabin suitcase from VIP Group, I used same item last five years, then brought one more",5.0,Reviewed in India on 23 March 2026,False,0.7865,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Skybags,Urban Jungle,Looks super premium and classy. Worth the money. Wheels are smooth to carry. Build is solid. Can be easily carried as a cabin bag. Handles are rock solos as well. The compartments are very organised and many pockets are given.,5.0,Reviewed in India on 14 June 2025,False,0.9153,positive,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,Urban Jungle,"Quality at a very competitive price.its the most value for money luggage brand in India currently.the designs are uber cool and fit and finish are top class.And the luggage comes in colors that you dont see in other brands,none of the old boring shades.would definitely recommend them to anyone looking to buy luggage for their trips.",5.0,Reviewed in India on 11 January 2026,False,0.9143,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Skybags,Urban Jungle,"Looks good, feels good. Have already used on couple of trips, and so far so good.",4.0,Reviewed in India on 29 September 2025,False,0.8711,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,Urban Jungle,"I recently purchased the Urban Jungle by Safari Cabin Trolley Bag, and it has exceeded my expectations in every way.Pros:✅ Stylish & Eye-Catching – The Urban Yellow color is vibrant and makes it easy to spot at baggage claim. It has a sleek, modern design that stands out.✅ Sturdy & Durable – Made of hardside polycarbonate, the suitcase feels tough yet lightweight, providing excellent protection for belongings.✅ Smooth Mobility – The 8 spinner wheels glide effortlessly, making it easy to maneuver through airports and crowded spaces.✅ USB Charging Port – A convenient feature for keeping my phone and devices charged on the go.✅ TSA Lock for Security – Adds peace of mind while traveling, especially for international trips.Cons:⚠️ Limited Space for Longer Trips – Ideal for short getaways but may be small for extended vacations.⚠️ No Built-in Power Bank – The USB port is great, but you’ll need to carry your own power bank.Final Verdict:If you're looking for a compact, stylish, and functional carry-on with great security features, this is a fantastic choice. The Urban Jungle Trolley Bag delivers on durability, convenience, and aesthetics. Highly recommended for frequent travelers!",5.0,Reviewed in India on 16 February 2025,False,0.9848,positive,not_mentioned,not_mentioned,positive,not_mentioned,positive
Skybags,Urban Jungle,,5.0,Reviewed in India on 12 August 2024,False,0.0,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,Urban Jungle,"After the first use, I noticed that the zipper was not stitched properly, and it comes open on its own. I tried to find a way to contact support, but there doesn’t seem to be any option to book a service request or call for assistance. Could you please help me with the next steps?",1.0,Reviewed in India on 4 October 2025,False,0.81,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned
Skybags,Urban Jungle,"Product is really nice and sturdy, at this price it's a good deal by amazon for safari trolley bag",5.0,Reviewed in India on 4 February 2026,False,0.7713,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,Urban Jungle,Decent quality for the price. The extending handle is slightly wobbly and could have been better. The wheels are very smooth.,4.0,Reviewed in India on 10 March 2026,False,0.4404,positive,positive,positive,not_mentioned,not_mentioned,not_mentioned
Skybags,Safari,Nice suitcase with affordable price,5.0,Reviewed in India on 11 March 2026,False,0.4215,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,Safari,"The product is good, but a pc thickness is low.. value for money, but cant be exceeding 25kgs, ideal for below 20kg for the bigger one, 12-14kgs for the medium & 8-10kgs for the smaller one. Colour, Look n feel is premium.Good deal under 10k for the set of 3…",4.0,Reviewed in India on 28 November 2025,False,0.7906,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,Safari,"Nice product looking so beautiful colour also a professional colour, and it's so light weight",5.0,Reviewed in India on 3 February 2026,False,0.8312,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,Safari,"The product is very poor quality . I bought the bag in June 25 and by March 26 , the bag is broken . The product broke in less than a year and I used it for only 2 trips .The durability and quality of product is extremely disappointing",1.0,Reviewed in India on 5 March 2026,False,-0.915,not_mentioned,not_mentioned,negative,not_mentioned,not_mentioned,negative
Skybags,Safari,Nice bag,5.0,Reviewed in India on 15 February 2026,False,0.4215,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,Safari,It's pretty average.,3.0,Reviewed in India on 23 March 2026,False,0.4939,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,Safari,"Very nice and durable and also looks very stylish swift wheels, size acc to details very easy to carry",4.0,Reviewed in India on 6 January 2026,False,0.8108,positive,not_mentioned,not_mentioned,not_mentioned,positive,positive
Skybags,Safari,,5.0,Reviewed in India on 23 March 2026,False,0.0,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,Quality is so good,5.0,Reviewed in India on 7 March 2026,False,0.5777,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,"Bags are good but not can be better, wheels of hand bags are not as per guidelines",4.0,Reviewed in India on 24 January 2026,False,0.4838,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,Good product,5.0,Reviewed in India on 5 March 2026,False,0.4404,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,"Very good trolley, I am returning because its big for me and I am gonna order m size now. Quality is very good , I liked the color too it's bright red.",5.0,Reviewed in India on 6 February 2026,False,0.9019,not_mentioned,not_mentioned,positive,not_mentioned,positive,not_mentioned
Skybags,Skybags,"Solid built, good quality. Best buy. Looks premium.",4.0,Reviewed in India on 31 October 2025,False,0.8271,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,Good quality product. Completely satisfied with Skybags.,5.0,Reviewed in India on 16 February 2026,False,0.7178,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,In Specs it is informed that country of origin is India but when product received it is written here as Country of Origin is Bangladesh. I am surprised with such fake info shared on Amazon by big brand companies.,3.0,Reviewed in India on 4 October 2025,False,0.3291,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,"Good quality cabin suitcase from VIP Group, I used same item last five years, then brought one more",5.0,Reviewed in India on 23 March 2026,False,0.7865,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,very nice and exlent super 👌👌👌👌,5.0,Reviewed in India on 19 March 2026,False,0.9842,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,Very sturdy product but faced problem with lock.,4.0,Reviewed in India on 25 January 2026,False,-0.5499,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,not_mentioned
Skybags,Skybags,"Perfect Fit & Design: Fits my top load washing machine perfectly — snug and secure without being too tight. The zipper openings make it easy to use the lid without removing the cover.✅ High-Quality Material: Made of durable, thick fabric that feels premium. It’s waterproof and dustproof — ideal for protecting the machine from rain, dust, sun, and pollution.✅ Easy to Clean: Just wipe with a damp cloth — no special care needed!✅ Looks Great: The sleek and modern design blends well with my laundry area.✅ Value for Money: Excellent quality at this price range — definitely worth it.",5.0,Reviewed in India on 28 January 2026,False,0.9889,not_mentioned,not_mentioned,positive,positive,positive,positive
Skybags,Skybags,Best cabin trolley,5.0,Reviewed in India on 17 March 2026,False,0.6369,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,First they sent me someother product in the suitcase box then did a return gave me faulty chain which is not working properly. They claim to have 5 year warranty but dont know how to claim it.,1.0,Reviewed in India on 21 March 2026,False,-0.1655,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,Awesome.. Stylish and light weight,5.0,Reviewed in India on 21 February 2026,False,0.6249,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,Not upto expectations. The handle is not that good.,3.0,Reviewed in India on 23 February 2026,False,-0.3412,not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,Build quality,4.0,Reviewed in India on 27 January 2026,False,0.0,not_mentioned,not_mentioned,neutral,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,Just just justtt wowwww looks very very stylish and premium and all the 3 trolly bags are coming with tsa lock with 5 years international warranty very light weight easy to use colour was soo good such a quality bag for this price thank you,5.0,Reviewed in India on 12 March 2026,False,0.8207,not_mentioned,not_mentioned,positive,positive,not_mentioned,not_mentioned
Skybags,Skybags,"Very good quality and good looking trolley,in this price nice product",4.0,Reviewed in India on 21 January 2026,False,0.8357,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,This is nice.,5.0,Reviewed in India on 23 March 2026,False,0.4215,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,Good  quality,5.0,Reviewed in India on 22 March 2026,False,0.4404,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,"Used it only once since it's a recent purchase, but the plastic coating on top seems to be cut up in a few places already since suitcases are generally handled cavalierly during flights.All in all the product could have been of better quality.",3.0,Reviewed in India on 2 March 2026,False,0.5267,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,Superb quality must buy this product,5.0,Reviewed in India on 5 March 2026,False,0.6249,not_mentioned,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,"Maine Skybags Cabin Stroke order kiya tha, lekin jo bag mujhe mila hai wo bilkul purana lag raha hai. Is par scratches hain aur finishing bilkul fresh nahi hai. Quality bahut poor hai. I am returning this immediately. Don't buy from this seller.""",1.0,Reviewed in India on 10 March 2026,False,-0.4939,not_mentioned,not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned
Skybags,Skybags,Overall good product,4.0,Reviewed in India on 20 March 2026,False,0.4404,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned
VIP,"Safari Cabin Pentagon Pro 8 Wheels 55Cm Trolley Bag Hard Case Polypropylene, 360º Wheeling Carry on Luggage for Men & Women, Suitcase for Travel, Navy",Awesome product. Can carry anywhere. Sturdy and spacious,5.0,Reviewed in India on 21 March 2026,False,0.6249,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned
